Наименование;Агент;Широта;Долгота;СуммаПродаж;КоличествоДокументов;ПериодС;ПериодПо
"Гастроном " Морозко" ул. Муртазалиева 2 / тел. 8989 -876- 50- 60 Татьяна";"ТЭ Абдухаликова Арина (чабан)";42.980812;47.480693;111 844.00;15;2026-02-01;2026-05-31
"Гастроном " Оптовик 24 " ул Абдуллы Гаджиева 26 а.(Виноградная 12б)  т: 8 988 642 79 89 Ахмед";"ТЭ Абдухаликова Арина (чабан)";42.967863;47.483809;747 309.00;26;2026-02-01;2026-05-31
"Гастроном " Оптовик", ул. Циалковского 14 тел. 8999 419 55 10";"ТЭ Абдухаликова Арина (чабан)";42.972239;47.490491;26 350.00;2;2026-02-01;2026-05-31
"Гастроном " Фестиваль" ул. Ш. Алиева 4а. т. 8988 630 42 24 Патимат";"ТЭ Абдухаликова Арина (чабан)";42.975272;47.492027;35 805.00;9;2026-02-01;2026-05-31
"Гастроном " Фрукты - овощи"ул. Ш. Алиева 6 тел. 8928 560 16 31 ";"ТЭ Абдухаликова Арина (чабан)";42.973518;47.490260;5 452.00;1;2026-02-01;2026-05-31
"Гастроном "25",  ул.Шамиля 25 (номер)";"ТЭ Абдухаликова Арина (чабан)";42.973060;47.486946;460 240.00;17;2026-02-01;2026-05-31
"Гастроном "25",  ул.Энгельса 29 т. 8 960 413 77 11 ";"ТЭ Абдухаликова Арина (чабан)";42.973120;47.478945;99 851.00;15;2026-02-01;2026-05-31
"Гастроном "30",  ул. Мурсалова 30  т: 8 928 803 01 10 (8 929 867 79 98) ";"ТЭ Абдухаликова Арина (чабан)";42.973557;47.473517;45 281.00;15;2026-02-01;2026-05-31
"Гастроном "42" ул.Шамиля 42"г" тел.8928-557-16-64 Марина ";"ТЭ Абдухаликова Арина (чабан)";42.969508;47.487940;118 138.00;11;2026-02-01;2026-05-31
"Гастроном "48",  ул. Гоголя 48 т.8964 014 15 59 Мадина";"ТЭ Абдухаликова Арина (чабан)";42.978604;47.486687;138 414.00;15;2026-02-01;2026-05-31
"Гастроном "55" ул. Абдуллаева 55 т. 8 928 553 38 14 ";"ТЭ Абдухаликова Арина (чабан)";42.974372;47.493803;54 084.00;4;2026-02-01;2026-05-31
"Гастроном "555"(Оптовый"), ул. Энгельса 37 (Ташкентская 13 Б)";"ТЭ Абдухаликова Арина (чабан)";42.972150;47.482688;67 726.00;12;2026-02-01;2026-05-31
"Гастроном "№31",  ул. Шамиля 31 т.8988 296 00 49 Анисат (напротив Мед института)";"ТЭ Абдухаликова Арина (чабан)";42.971019;47.491202;329 612.00;25;2026-02-01;2026-05-31
"Гастроном "Авоська" ул.Шамиля 30а. т. 8 963 400 89 42";"ТЭ Абдухаликова Арина (чабан)";42.976032;47.478633;34 572.00;13;2026-02-01;2026-05-31
"Гастроном "Анцух" Абдулхакима Исмаилова 4 (ул.Энгельса 49),тел:8-928-297-77-06";"ТЭ Абдухаликова Арина (чабан)";42.968373;47.486755;164 005.00;7;2026-02-01;2026-05-31
"Гастроном "Ассаб" ул. Абдулхакима Исмаилова 45 "В,тел. 8923-66-62-22";"ТЭ Абдухаликова Арина (чабан)";42.969809;47.480876;78 300.00;9;2026-02-01;2026-05-31
"Гастроном "Аташка" ул.Лесная 3 т. 8 922 457 01 99";"ТЭ Абдухаликова Арина (чабан)";42.973203;47.471622;133 317.00;20;2026-02-01;2026-05-31
"Гастроном "Аэлита"  ул. Энгельса 39 (Абдулхакима Исмаилова 30)  т.  8 928 053 80 12  Соня ";"ТЭ Абдухаликова Арина (чабан)";42.970743;47.482069;142 941.00;20;2026-02-01;2026-05-31
"Гастроном "Баракат" ул.Агасиева 25 (Энгельса 19) Наргиза т.8988 785 90 00";"ТЭ Абдухаликова Арина (чабан)";42.976595;47.475357;50 230.00;17;2026-02-01;2026-05-31
"Гастроном "Выгодный" ул. Гаруна Саидова 36 тел. 8988-279-88-97 Хабибула  т. 8988-790-73-62 Айша";"ТЭ Абдухаликова Арина (чабан)";42.983524;47.484915;132 363.00;14;2026-02-01;2026-05-31
"Гастроном "Заура" ул.Ш.Алиева 6, т.89280509229 ";"ТЭ Абдухаликова Арина (чабан)";42.975273;47.492023;53 284.00;9;2026-02-01;2026-05-31
"Гастроном "Кадар" ул.Абдулхакима Исмаилова 55(Энгельса 38),т.89094866603";"ТЭ Абдухаликова Арина (чабан)";42.971425;47.480932;87 366.00;16;2026-02-01;2026-05-31
"Гастроном "Лена" ул. Абдулаева 55 тел. 8989 473 41 93 ";"ТЭ Абдухаликова Арина (чабан)";42.974317;47.493866;140 067.00;9;2026-02-01;2026-05-31
"Гастроном "Любимый" ул.Некрасова 62 т.8989 651 38 26";"ТЭ Абдухаликова Арина (чабан)";42.979553;47.484505;149 563.00;8;2026-02-01;2026-05-31
"Гастроном "Медина" ул.Шамиля 30г. т. 8 989 477 97 80 ";"ТЭ Абдухаликова Арина (чабан)";42.976370;47.477722;45 568.00;11;2026-02-01;2026-05-31
"Гастроном "Метрада"  ул.Батырмузаева 64 т.8967 942 64 64";"ТЭ Абдухаликова Арина (чабан)";42.980116;47.484696;190 727.00;21;2026-02-01;2026-05-31
"Гастроном "Метро" ул.Виноградная 12Б";"ТЭ Абдухаликова Арина (чабан)";42.967372;47.483128;61 267.00;11;2026-02-01;2026-05-31
"Гастроном "Моя семья", ул.Абдулхакима Исмаилова 6В (Энгельса 47 а)  тел. 8 938 783 33 12  Мадина";"ТЭ Абдухаликова Арина (чабан)";42.969734;47.486090;33 472.00;7;2026-02-01;2026-05-31
"Гастроном "Мубарак" ул. Энгельса 47(ул.А. Исмаилова 6 а) т. 8-988-227-70-67";"ТЭ Абдухаликова Арина (чабан)";42.969222;47.485583;466 252.00;24;2026-02-01;2026-05-31
"Гастроном "Мубарак".ул. Салаватова 39, т. 8928 679 15 00 Муса";"ТЭ Абдухаликова Арина (чабан)";42.973238;47.491111;324 516.00;21;2026-02-01;2026-05-31
"Гастроном "Мясная кулинария" ул.Шамиля 36./Ташкентская 26ю. т. 8928 051 92 68 Салам";"ТЭ Абдухаликова Арина (чабан)";42.974005;47.481727;416 847.00;29;2026-02-01;2026-05-31
"Гастроном "Мясной Дом",  ул.Мурсалова 51 т.8928 527 02 21 Умият ";"ТЭ Абдухаликова Арина (чабан)";42.975045;47.471007;437 846.00;25;2026-02-01;2026-05-31
"Гастроном "Разика" ул.Шамиля 42а т.8928 552 62 49 ";"ТЭ Абдухаликова Арина (чабан)";42.972554;47.485217;207 697.00;21;2026-02-01;2026-05-31
"Гастроном "Сабина" ул. Шамиля 32 т. 8 928 540 13 53 ";"ТЭ Абдухаликова Арина (чабан)";42.975592;47.478695;181 614.00;20;2026-02-01;2026-05-31
"Гастроном "Семья" ул.Агасиева 25а т.8967 396 27 77 Султанат";"ТЭ Абдухаликова Арина (чабан)";42.976957;47.474947;37 643.00;9;2026-02-01;2026-05-31
"Гастроном "Стимул" ул.Шамиля 30 Д Абдулхакимова 48 Б т.8(989) 888 90-32";"ТЭ Абдухаликова Арина (чабан)";42.977107;47.477154;134 310.00;25;2026-02-01;2026-05-31
"Гастроном "У дома" ул.Гоголя 1 проезд 12 (Шамиля 15) тел. 8928-684-68-43 Ренат ";"ТЭ Абдухаликова Арина (чабан)";42.977016;47.481722;138 899.00;25;2026-02-01;2026-05-31
"Гастроном "Фреш Маркет" ул. Энгельса 44 тел. 8988 466 50 85 (89898655696)";"ТЭ Абдухаликова Арина (чабан)";42.969645;47.482170;186 163.00;22;2026-02-01;2026-05-31
"Гастроном "Циалковского 26" ул.Циалковского т.8928 594 40 48";"ТЭ Абдухаликова Арина (чабан)";42.973800;47.488316;380 707.00;25;2026-02-01;2026-05-31
"Гастроном (внутри больницы) ул.Ш.Алиева т. 8 963 408 41 26 Испаният";"ТЭ Абдухаликова Арина (чабан)";42.975345;47.491922;38 071.00;13;2026-02-01;2026-05-31
"Гастроном 22 ул.Абдулы Алиева 22 т.8928 981 26 67 Залина ";"ТЭ Абдухаликова Арина (чабан)";42.974828;47.491472;16 724.00;4;2026-02-01;2026-05-31
"Гастроном № 53,  ул.Мурсалова 53";"ТЭ Абдухаликова Арина (чабан)";42.975576;47.470271;47 378.00;27;2026-02-01;2026-05-31
"Гастроном Минимаркет ул,Шамиля 42,тел:8906-449-64-25 Нутцала";"ТЭ Абдухаликова Арина (чабан)";42.972820;47.485205;171 169.00;20;2026-02-01;2026-05-31
"Гастроном ул.   Шамиля 46 т. 8 903 429 78 89";"ТЭ Абдухаликова Арина (чабан)";42.971411;47.487634;219 220.00;19;2026-02-01;2026-05-31
"Гастроном ул. Чернышевского 102 / Джамиля 918 735 47 93 ";"ТЭ Абдухаликова Арина (чабан)";42.969448;47.488045;86 183.00;15;2026-02-01;2026-05-31
"Гастроном ул.Абдулхакима Исмаилова 40 В т. 8988 300 00 33";"ТЭ Абдухаликова Арина (чабан)";42.974593;47.480155;40 141.00;7;2026-02-01;2026-05-31
"Гастроном ул.Агачаульская 27 т.   8 988 695 00 40/ Айшат";"ТЭ Абдухаликова Арина (чабан)";42.971403;47.470300;64 405.00;14;2026-02-01;2026-05-31
"Гастроном ул.Гоголя 40 т. 8 928 586 67 76 Белла";"ТЭ Абдухаликова Арина (чабан)";42.978447;47.487252;24 585.00;6;2026-02-01;2026-05-31
"Гастроном ул.Гоголя 43 т. 8 906 448 88 22 Заира";"ТЭ Абдухаликова Арина (чабан)";42.978413;47.487133;50 394.00;15;2026-02-01;2026-05-31
"Гастроном ул.Мурсалова 43   8 929 867 79 98";"ТЭ Абдухаликова Арина (чабан)";42.974093;47.472560;23 194.00;8;2026-02-01;2026-05-31
"Гастроном ул.Ш.Алиева 6а (у входа в больницу) т. 8 928 672 92 22 Риана ";"ТЭ Абдухаликова Арина (чабан)";42.975397;47.492112;71 180.00;18;2026-02-01;2026-05-31
"Гастроном-универсам, ул.Шамиля 44б т. 8 928 595 58 92 Лейла";"ТЭ Абдухаликова Арина (чабан)";42.971659;47.486118;105 154.00;21;2026-02-01;2026-05-31
"Гастроном, ул.Абдулхакима Исмаилова 40А  т. 8 928 542 05 52";"ТЭ Абдухаликова Арина (чабан)";42.973485;47.478952;51 924.00;14;2026-02-01;2026-05-31
"Гастроном, ул.Ш.Алиева и угол Салаватова 4 т. 8 928 506 67 27 Гуля";"ТЭ Абдухаликова Арина (чабан)";42.973580;47.490342;43 314.00;12;2026-02-01;2026-05-31
"Гастроном, ул.Шамиля,42Г,  т.8 928 557 16 64  Марина";"ТЭ Абдухаликова Арина (чабан)";42.969672;47.487982;48 110.00;6;2026-02-01;2026-05-31
"Гастроном"Санух" ул.Энгельса 38,тел:8-989-461-94-68 патимат";"ТЭ Абдухаликова Арина (чабан)";42.971633;47.480602;46 682.00;14;2026-02-01;2026-05-31
"Кафе "Бистро" (внутри больницы)  ул.Ш.Алиева т. 8 906 482 49 49 ";"ТЭ Абдухаликова Арина (чабан)";42.975515;47.491555;23 389.00;14;2026-02-01;2026-05-31
"Кафе "Омеро"  ул. Хизроева 70 Б 8 906 448 25 93 ";"ТЭ Абдухаликова Арина (чабан)";42.976597;47.473400;25 442.00;6;2026-02-01;2026-05-31
"Кафе "Пузан"  ул. Шамиля 29 т. 8 963 419 61 57 ася";"ТЭ Абдухаликова Арина (чабан)";42.971470;47.489507;8 901.00;2;2026-02-01;2026-05-31
"Кондитерская "Тортель", ул. Абдулхакима Исмаилова 57. т. 8 928 058 85 02 ";"ТЭ Абдухаликова Арина (чабан)";42.971800;47.481253;61 179.00;10;2026-02-01;2026-05-31
"Супермаркет "Арбуз",  ул.Танкаева 65 т.8929 870 33 39";"ТЭ Абдухаликова Арина (чабан)";42.980748;47.482537;97 969.00;12;2026-02-01;2026-05-31
"Супермаркет "ИЕР" ул. И. Шамиля 18г ( Агасиева 18б.) 8928 286 76 70 Заира";"ТЭ Абдухаликова Арина (чабан)";42.978250;47.475875;53 512.00;4;2026-02-01;2026-05-31
"Супермаркет "Любимый" ул.Абдулхакима Исмаилова  2( бывш Энгельса 49 )";"ТЭ Абдухаликова Арина (чабан)";42.968390;47.488418;294 320.00;12;2026-02-01;2026-05-31
"Супермаркет "Хал" ул. Шамсулы Алиева 1 ";"ТЭ Абдухаликова Арина (чабан)";42.975297;47.492030;22 345.00;3;2026-02-01;2026-05-31
"Супермаркет ул.Ш.Алиева т. 8988-648-11-10";"ТЭ Абдухаликова Арина (чабан)";42.973197;47.489941;322 518.00;20;2026-02-01;2026-05-31
" ИП Алиев Курбангаджи М. Гастроном "Авангард" г. Хасавюрт ул.  Воробьева 90 т.  8 928 585 33 99 Зуля";"ТЭ Адилбегов Абдула (нд - хас)";43.240967;46.596082;364 153.00;16;2026-02-01;2026-05-31
" ИП Анчилаев Ильяс Гаджиевич. С/М "Неон" г.Хасавюрт пр.Шамиля 114а т. 8 932 621 00 30 Мавлет";"ТЭ Адилбегов Абдула (нд - хас)";43.248813;46.586310;1 524 905.00;36;2026-02-01;2026-05-31
" ИП Ибрагимов Юсуп Супермаркет "КОРОНА" г.Хасавюрт ул.Грозненская 8 960 419 12 13";"ТЭ Адилбегов Абдула (нд - хас)";43.243425;46.593342;694 847.00;27;2026-02-01;2026-05-31
